date,open,high,low,close
2023-06-23,56.36,56.30,56.94,56.09
2023-06-26,56.38,58.00,59.30,57.55
2023-06-27,58.79,58.45,60.15,58.15
2023-07-03,59.14,63.58,63.58,63.58
2023-07-04,63.58,68.00,68.00,65.10
2023-07-05,65.67,65.16,66.89,64.31
2023-07-06,65.03,65.00,68.00,64.85
2023-07-07,67.24,67.49,67.60,66.19
2023-07-10,66.66,66.80,67.50,66.03
2023-07-11,66.39,66.99,68.70,66.20
2023-07-12,68.00,68.97,70.15,68.41
2023-07-13,69.49,70.25,71.48,69.12
2023-07-14,69.57,69.40,69.85,68.10
2023-07-17,68.33,68.55,69.15,68.00
2023-07-18,68.35,68.50,68.60,66.80
2023-07-19,67.06,67.40,69.52,67.30
2023-07-20,68.66,69.19,71.48,68.99
2023-07-21,70.97,71.39,71.80,69.80
2023-07-24,69.91,70.00,70.49,69.20
2023-07-25,69.73,69.62,71.20,69.38
2023-07-26,70.54,70.64,70.71,69.73
2023-07-27,69.86,70.17,74.95,70.15
2023-07-31,72.73,74.10,78.08,74.00
2023-08-01,77.60,79.00,79.00,76.02
2023-08-02,76.21,76.21,78.45,75.76
2023-08-03,77.97,78.00,78.89,75.80
2023-08-04,76.26,75.51,77.10,75.51
2023-08-07,76.38,77.50,79.74,74.00
2023-08-08,74.97,74.00,74.00,69.40
2023-08-09,69.72,69.72,74.95,69.03
2023-08-10,73.84,75.40,75.71,70.01
2023-08-11,70.67,71.00,74.70,71.00
2023-08-15,72.87,72.97,75.37,71.82
2023-08-16,74.06,74.00,74.80,72.71
2023-08-17,72.90,72.90,74.50,72.20
2023-08-18,74.23,74.95,79.38,74.90
2023-08-21,76.15,76.00,76.30,74.16
2023-08-22,74.43,74.56,76.70,74.30
2023-08-23,75.83,76.25,76.78,74.70
2023-08-24,76.24,76.95,77.30,75.66
2023-08-25,75.92,75.92,75.92,74.50
2023-08-28,75.15,75.01,75.01,73.20
2023-08-29,73.43,73.50,73.50,70.63
2023-08-30,71.24,70.51,71.79,68.70
2023-08-31,69.62,69.85,70.44,64.40
2023-09-01,66.05,66.00,67.95,65.41
2023-09-04,67.59,68.00,69.25,67.60
2023-09-05,68.90,69.49,69.49,67.01
2023-09-06,67.42,67.50,69.70,67.11
2023-09-07,68.69,68.60,71.85,68.40
2023-09-08,69.98,70.12,72.45,69.90
2023-09-11,72.01,72.47,74.18,72.10
2023-09-12,73.68,73.11,73.11,71.50
2023-09-13,72.33,72.40,73.95,72.10
2023-09-14,73.12,73.24,73.48,72.59
2023-09-15,72.91,74.10,74.50,72.01
2023-09-18,72.27,72.98,73.08,72.30
2023-09-19,72.71,72.99,73.84,72.80
2023-09-20,73.14,73.40,73.48,71.12
2023-09-21,71.62,71.50,72.65,71.30
2023-09-22,72.40,72.40,74.74,72.00
2023-09-25,74.08,74.08,74.70,73.70
2023-09-26,74.17,74.46,74.46,72.76
2023-09-27,72.97,72.81,75.48,72.52
2023-09-28,74.47,74.84,74.88,73.70
2023-10-02,74.07,74.49,75.90,74.12
2023-10-03,75.47,75.99,76.30,74.30
2023-10-04,75.16,74.95,75.40,74.40
2023-10-05,74.51,74.55,74.85,73.06
2023-10-06,73.82,74.00,74.00,72.05
2023-10-09,72.82,72.10,74.70,71.75
2023-10-10,73.72,73.99,74.44,73.25
2023-10-11,73.93,74.56,75.99,74.15
2023-10-12,75.75,76.24,77.25,75.81
2023-10-13,76.77,76.86,81.89,76.21
2023-10-16,80.62,81.05,84.00,80.00
2023-10-17,78.83,79.75,80.12,77.30
2023-10-18,77.70,77.60,77.99,76.51
2023-10-19,77.48,77.14,83.29,77.13
2023-10-20,82.95,82.90,83.20,81.32
2023-10-23,82.56,83.01,87.00,82.81
2023-10-24,85.22,86.00,86.00,81.63
2023-10-25,82.72,82.65,83.89,81.95
2023-10-26,82.46,82.45,82.90,80.60
2023-10-27,80.83,80.85,81.45,78.51
2023-10-30,79.26,79.37,81.70,78.95
2023-10-31,80.73,83.00,83.65,80.90
2023-11-01,81.11,81.51,82.80,80.80
2023-11-02,81.01,81.10,84.20,80.50
2023-11-03,81.37,81.12,82.78,80.81
2023-11-06,82.02,82.50,82.55,80.70
2023-11-07,81.42,81.81,82.38,80.14
2023-11-08,80.45,80.11,81.70,80.11
2023-11-10,80.62,81.55,82.97,81.11
2023-11-13,81.96,81.90,83.50,81.55
2023-11-14,82.67,83.06,83.90,81.05
2023-11-15,83.52,84.00,86.99,83.55
2023-11-16,86.31,87.02,92.78,86.30
2023-11-17,92.56,93.49,94.74,91.00
2023-11-20,91.88,91.89,92.70,90.30
2023-11-21,90.77,90.81,92.15,88.80
2023-11-22,89.48,89.00,93.48,89.00
2023-11-23,92.31,92.55,93.60,89.88
2023-11-24,90.53,90.99,92.50,90.00
2023-11-27,90.83,91.50,92.90,90.49
2023-11-28,91.58,92.00,94.60,91.80
2023-11-29,93.27,93.27,95.24,91.20
2023-11-30,92.12,92.50,93.75,91.50
2023-12-01,91.77,92.44,95.10,91.50
2023-12-04,94.72,96.01,101.82,96.01
2023-12-05,100.04,100.50,107.54,98.30
2023-12-06,107.36,109.89,113.98,107.00
2023-12-07,110.98,108.99,112.50,108.50
2023-12-08,110.71,112.00,115.11,111.76
2023-12-11,113.85,113.00,115.00,111.50
2023-12-12,113.96,114.00,115.95,114.00
2023-12-13,115.04,116.50,119.49,110.25
2023-12-14,115.14,114.50,123.78,113.00
2023-12-15,120.77,125.00,127.80,122.60
2023-12-18,126.26,126.00,126.95,121.35
2023-12-19,123.07,121.80,124.54,115.01
2023-12-20,118.64,120.30,122.00,114.50
2023-12-21,120.37,124.01,124.49,119.80
2023-12-22,122.81,123.00,123.50,117.02
2023-12-26,117.83,116.60,116.74,108.99
2023-12-27,108.99,107.25,112.00,104.81
2023-12-28,111.18,112.50,114.20,109.05
2023-12-29,111.04,112.00,119.00,110.80
2024-01-01,115.03,117.01,123.66,116.50
2024-01-02,123.66,127.50,131.50,125.11
2024-01-03,126.01,127.00,130.74,125.11
2024-01-04,129.59,129.90,129.96,125.50
2024-01-05,128.23,127.98,129.99,122.50
2024-01-08,127.43,126.90,128.23,124.50
2024-01-09,125.08,127.10,127.50,124.75
2024-01-10,125.41,125.20,130.99,124.88
2024-01-11,126.63,127.40,135.90,126.50
2024-01-12,132.63,134.02,137.90,132.20
2024-01-15,133.79,135.38,137.40,130.75
2024-01-16,132.12,131.50,131.50,125.75
2024-01-17,126.65,126.00,128.70,121.41
2024-01-18,123.63,123.50,124.24,119.15
2024-01-19,122.14,123.60,124.88,120.51
2024-01-22,122.28,122.40,131.45,122.40
2024-01-23,131.01,131.01,131.24,125.02
2024-01-24,126.67,126.90,130.90,124.51
2024-01-25,127.70,126.70,126.80,118.12
2024-01-26,118.28,117.01,121.75,116.51
2024-01-29,118.30,117.89,117.89,113.01
2024-01-30,113.68,113.68,119.97,108.01
2024-01-31,113.89,115.88,116.89,113.70
2024-02-01,114.05,114.00,117.25,109.75
2024-02-02,115.80,116.49,117.38,112.01
2024-02-06,114.34,115.94,121.36,115.00
2024-02-07,120.36,120.99,122.69,119.50
2024-02-09,121.27,118.99,118.99,112.17
2024-02-12,116.78,112.00,113.00,108.02
2024-02-13,108.02,99.92,105.15,99.92
2024-02-14,101.27,105.00,108.18,104.01
2024-02-15,107.37,109.00,109.35,100.70
2024-02-16,102.45,100.10,103.50,95.60
2024-02-19,98.23,94.60,105.34,94.00
2024-02-21,102.39,105.00,106.88,103.52
2024-02-22,105.32,105.50,105.98,103.50
2024-02-23,104.26,104.30,110.15,103.81
2024-02-26,109.07,109.11,111.60,107.40
2024-02-27,108.21,107.99,108.98,106.29
2024-02-28,106.68,107.00,109.44,106.24
2024-02-29,108.34,109.80,114.97,109.20
2024-03-01,113.48,113.87,114.00,112.01
2024-03-04,113.07,114.50,120.90,114.50
2024-03-05,117.37,118.00,118.99,113.30
2024-03-06,114.20,113.81,117.00,113.81
2024-03-07,114.35,114.05,115.98,113.52
2024-03-08,115.30,116.00,116.40,114.70
2024-03-11,114.93,116.00,116.00,114.25
2024-03-12,114.62,115.05,115.50,110.50
2024-03-13,111.06,111.00,112.30,107.02
2024-03-14,108.52,110.00,113.45,109.50
2024-03-15,112.97,114.88,114.88,111.01
2024-03-18,111.62,112.06,113.00,110.50
2024-03-19,110.93,111.00,112.40,110.11
2024-03-20,111.09,111.99,112.25,108.50
2024-03-21,108.95,109.70,110.00,106.10
2024-03-22,106.62,106.75,106.75,105.35
2024-03-25,106.02,109.00,110.80,106.00
2024-03-26,107.78,108.50,108.85,106.70
2024-03-27,107.37,107.88,107.90,105.51
2024-03-28,105.79,106.00,107.75,105.80
2024-03-29,107.17,107.75,108.70,105.80
2024-04-01,106.15,106.55,107.10,105.15
2024-04-02,105.61,105.98,105.98,103.60
2024-04-03,104.53,105.00,108.55,104.00
2024-04-04,108.07,114.83,114.83,108.70
2024-04-08,110.17,111.99,114.00,111.20
2024-04-09,112.61,112.72,114.24,111.50
2024-04-15,112.66,114.24,114.98,110.50
2024-04-16,114.33,114.25,116.90,113.51
2024-04-17,113.99,113.40,113.79,112.10
2024-04-18,112.54,112.52,114.01,111.52
2024-04-19,112.61,113.00,114.90,112.00
2024-04-22,113.38,114.00,115.15,112.80
2024-04-23,113.40,113.91,114.39,112.50
2024-04-24,112.98,113.48,114.35,113.02
2024-04-25,113.33,113.00,114.56,112.50
2024-04-26,113.74,113.81,115.20,113.00
2024-04-29,114.05,114.30,115.00,112.00
2024-04-30,112.05,112.26,119.25,111.21
2024-05-02,114.91,115.15,118.50,114.70
2024-05-03,116.60,117.80,125.35,117.10
2024-05-06,124.33,127.01,128.40,124.35
2024-05-07,125.31,125.00,125.75,121.75
2024-05-08,122.12,121.12,124.60,121.12
2024-05-09,121.28,122.26,122.74,120.55
2024-05-10,121.51,122.70,124.25,121.30
2024-05-13,122.46,122.50,126.70,121.45
2024-05-14,124.27,125.00,125.90,123.60
2024-05-15,125.44,126.01,126.49,122.70
2024-05-16,123.06,123.49,124.37,122.52
2024-05-17,122.76,122.90,124.80,122.62
2024-05-20,123.50,122.80,123.50,121.36
2024-05-21,122.29,122.51,124.10,122.10
2024-05-22,122.73,123.10,123.61,120.60
2024-05-23,121.75,122.13,123.20,121.30
2024-05-24,122.28,122.75,125.40,122.75
2024-05-27,123.58,124.02,124.20,120.85
2024-05-29,121.23,121.68,121.68,117.35
2024-05-30,118.02,118.49,120.00,117.20
2024-05-31,119.42,120.00,121.50,119.50
2024-06-03,119.94,120.25,120.44,117.75
2024-06-04,119.35,119.50,120.20,117.05
2024-06-05,117.31,117.51,117.77,116.01
2024-06-06,116.31,116.46,119.75,116.00
2024-06-07,116.92,116.85,116.85,113.40
2024-06-10,114.42,114.04,114.50,111.99
2024-06-11,112.42,113.47,113.67,109.73
2024-06-12,111.82,110.73,114.90,110.73
2024-06-13,114.18,116.51,123.13,116.12
2024-06-14,122.85,122.69,123.14,119.45
2024-06-20,119.76,120.25,120.70,117.50
2024-06-21,119.22,120.01,121.45,118.50
2024-06-24,119.59,119.67,120.47,118.11
2024-06-25,118.31,118.70,118.70,116.60
2024-06-26,116.81,116.97,119.65,115.70
2024-06-27,118.44,118.50,119.75,116.80
2024-06-28,117.43,117.50,118.75,116.62
2024-07-01,117.11,117.15,122.95,116.80
2024-07-02,120.85,121.00,125.22,121.00
2024-07-03,123.75,124.49,126.20,123.70
2024-07-04,124.72,125.00,125.90,122.80
2024-07-05,123.26,123.51,123.51,121.80
2024-07-08,122.30,122.40,124.70,121.40
2024-07-09,123.79,124.20,125.20,123.00
2024-07-10,123.42,123.15,123.50,119.60
2024-07-11,120.82,120.50,121.75,119.00
2024-07-12,119.32,119.89,120.49,116.00
2024-07-15,118.69,121.00,122.50,119.74
2024-07-18,120.46,120.46,122.89,120.03
2024-07-19,122.36,122.45,122.99,116.50
2024-07-22,117.44,117.18,117.57,114.00
2024-07-23,114.50,114.55,116.60,113.50
2024-07-24,115.62,116.30,116.80,115.26
2024-07-25,115.70,115.99,116.60,114.40
2024-07-26,114.77,114.01,114.94,112.90
2024-07-29,113.09,113.37,116.49,113.00
2024-07-30,114.04,115.39,115.80,113.03
2024-07-31,113.40,114.15,114.15,111.40
2024-08-01,112.02,112.39,112.39,110.13
2024-08-02,110.71,110.99,113.50,110.99
2024-08-05,112.54,113.80,117.40,110.80
2024-08-06,111.58,113.50,113.98,111.35
2024-08-07,111.64,112.20,112.99,110.25
2024-08-08,110.64,111.01,116.50,110.10
2024-08-09,114.13,115.44,115.90,113.01
2024-08-12,113.92,114.48,114.60,112.00
2024-08-13,112.42,112.42,113.29,111.50
2024-08-15,111.90,112.43,113.28,112.00
2024-08-16,112.40,112.50,113.34,111.01
2024-08-19,111.11,112.01,113.10,111.11
2024-08-20,111.94,111.51,112.85,111.21
2024-08-21,112.49,112.12,113.75,112.05
2024-08-22,112.61,112.90,114.40,112.50
2024-08-23,112.97,113.79,113.80,112.40
2024-08-26,112.56,113.00,113.60,112.20
2024-08-27,112.48,113.50,115.20,111.95
2024-08-28,112.12,113.40,113.48,111.70
2024-08-29,111.87,112.47,112.60,111.61
2024-08-30,111.82,112.01,112.30,110.50
2024-09-02,110.61,111.10,113.25,111.00
2024-09-03,111.50,111.55,112.55,111.45
2024-09-04,112.18,112.70,114.25,112.50
2024-09-05,113.06,113.10,113.63,112.30
2024-09-06,113.01,113.20,113.35,112.01
2024-09-09,112.44,113.50,114.00,112.01
2024-09-10,112.30,112.74,113.50,111.60
2024-09-11,112.52,113.05,113.40,112.28
2024-09-12,112.60,112.94,113.90,112.50
2024-09-13,113.41,115.98,116.01,114.05
2024-09-16,114.59,114.06,115.30,113.78
2024-09-18,114.50,114.51,115.01,114.01
2024-09-19,114.51,114.55,117.00,114.55
2024-09-20,116.32,116.90,117.45,110.15
2024-09-23,113.24,112.90,112.99,109.50
2024-09-24,109.92,110.46,110.59,106.80
2024-09-25,107.99,108.49,109.61,107.70
2024-09-26,108.77,110.10,110.74,107.41
2024-09-27,107.78,108.11,109.00,107.05
2024-09-30,107.60,107.70,108.00,106.40
2024-10-01,106.82,107.00,109.10,106.40
2024-10-02,108.59,108.49,109.75,107.50
2024-10-03,108.89,108.90,112.72,108.90
2024-10-04,111.46,111.00,119.55,111.00
2024-10-07,118.60,118.43,127.90,117.01
2024-10-08,126.69,126.70,130.50,126.70
2024-10-09,128.12,128.00,131.32,125.00
2024-10-10,126.27,126.06,134.65,124.90
2024-10-11,132.25,132.51,136.50,130.49
2024-10-14,131.74,131.50,133.00,129.50
2024-10-15,130.47,131.00,132.90,129.00
2024-10-16,128.56,129.00,134.00,129.00
2024-10-17,133.05,134.00,134.50,130.40
2024-10-18,131.30,131.45,131.70,127.50
2024-10-21,128.65,127.25,130.10,127.25
2024-10-22,129.50,129.50,131.81,129.50
2024-10-23,130.17,130.20,131.70,128.12
2024-10-24,130.95,131.50,136.50,131.50
2024-10-25,133.37,134.70,143.00,134.39
2024-10-28,136.17,136.44,144.21,136.22
2024-10-29,138.51,139.44,141.00,135.75
2024-10-30,139.27,140.97,146.30,140.80
2024-10-31,143.00,143.00,144.40,140.03
2024-11-01,141.53,142.25,153.40,140.50
2024-11-04,151.90,153.50,156.49,144.26
2024-11-05,147.77,149.10,149.24,144.30
2024-11-06,147.09,145.98,147.95,144.90
2024-11-07,145.84,147.25,149.00,145.15
2024-11-08,145.62,147.25,151.60,145.65
2024-11-11,150.07,150.90,155.50,150.45
2024-11-12,154.16,154.85,155.00,150.01
2024-11-13,151.17,151.50,152.95,149.15
2024-11-14,150.06,150.70,154.98,150.50
2024-11-15,152.53,152.50,155.89,151.03
2024-11-18,152.68,153.00,155.00,152.50
2024-11-19,153.79,154.74,157.50,153.80
2024-11-20,155.82,156.00,160.30,154.00
2024-11-21,155.77,155.90,159.85,154.00
2024-11-22,157.92,158.50,162.39,154.66
2024-11-25,155.45,156.00,156.00,152.50
2024-11-26,154.07,154.00,154.00,141.90
2024-11-27,143.70,150.01,153.95,149.00
2024-11-28,152.67,154.99,165.00,154.11
2024-11-29,163.85,164.25,170.97,161.25
2024-12-02,168.02,169.63,173.90,164.67
2024-12-03,167.17,167.00,168.85,162.90
2024-12-04,166.56,167.50,169.65,164.52
2024-12-05,167.38,169.99,177.70,167.25
2024-12-06,175.50,177.51,179.20,173.25
2024-12-09,174.57,174.57,179.10,172.25
2024-12-10,176.26,178.00,178.80,171.26
2024-12-11,174.07,174.80,187.47,174.80
2024-12-12,185.41,186.00,203.00,186.00
2024-12-13,199.93,203.00,204.89,195.00
2024-12-16,201.45,204.45,214.98,203.00
2024-12-17,211.40,211.70,215.20,202.50
2024-12-18,205.85,209.01,214.90,195.51
2024-12-19,197.88,196.76,200.50,186.50
2024-12-20,190.32,189.00,196.00,182.00
2024-12-23,193.08,194.00,205.38,193.20
2024-12-24,203.34,205.01,216.50,198.04
2024-12-26,200.35,200.35,201.60,188.50
2024-12-27,191.66,192.00,197.79,189.00
2024-12-30,191.53,194.00,199.50,193.90
2024-12-31,198.96,213.97,213.97,202.00
2025-01-01,203.55,202.00,206.50,199.00
2025-01-02,203.13,204.00,204.25,196.98
2025-01-03,198.24,198.24,198.25,190.01
2025-01-06,193.01,193.50,196.50,188.00
2025-01-07,189.60,191.50,191.90,180.00
2025-01-08,189.03,189.00,193.49,182.00
2025-01-09,183.03,183.00,187.00,180.50
2025-01-10,183.57,182.00,196.10,181.00
2025-01-13,193.09,197.00,198.99,191.95
2025-01-14,194.30,195.00,195.10,191.80
2025-01-15,192.73,193.00,195.00,189.60
2025-01-16,190.86,192.00,192.00,186.50
2025-01-17,187.12,187.90,192.00,185.50
2025-01-20,190.60,192.00,193.05,188.00
2025-01-21,188.76,190.35,190.70,184.00
2025-01-22,185.93,186.22,186.95,181.51
2025-01-23,182.19,183.00,185.50,181.03
2025-01-24,182.35,182.51,185.10,181.00
2025-01-27,181.46,182.99,183.10,177.00
2025-01-28,177.92,179.00,179.00,172.32
2025-01-29,173.91,174.00,176.10,170.50
2025-01-30,174.25,174.99,179.80,174.55
2025-01-31,178.56,180.00,182.50,178.00
2025-02-03,178.91,180.00,180.00,174.68
2025-02-04,175.05,176.00,177.10,170.65
2025-02-06,172.28,173.00,173.00,165.50
2025-02-07,167.89,167.49,169.94,166.80
2025-02-10,168.09,167.99,173.45,166.60
2025-02-11,171.88,174.40,182.75,172.70
2025-02-12,180.41,180.80,185.00,178.50
2025-02-13,183.73,183.90,186.00,177.10
2025-02-14,178.84,179.00,180.40,172.91
2025-02-17,173.46,173.62,175.20,170.02
2025-02-18,170.54,171.95,175.00,170.22
2025-02-19,174.61,175.55,176.50,171.99
2025-02-20,173.65,173.85,178.00,172.48
2025-02-21,174.44,175.00,175.84,171.91
2025-02-24,172.21,171.00,180.00,169.60
2025-02-25,178.06,180.00,183.95,175.62
2025-02-26,176.76,176.20,177.00,172.01
2025-02-27,172.86,173.00,176.70,172.50
2025-02-28,175.00,174.98,175.99,171.00
2025-03-03,173.29,174.99,174.99,170.50
2025-03-04,170.87,171.00,173.50,171.00
2025-03-05,172.75,173.24,173.98,170.70
2025-03-06,171.11,171.48,184.99,170.90
2025-03-07,183.99,185.00,191.90,185.00
2025-03-10,186.63,183.48,185.20,180.20
2025-03-11,181.48,180.00,188.29,177.26
2025-03-12,184.67,186.50,188.50,183.01
2025-03-13,184.23,183.87,185.99,183.30
2025-03-14,184.62,186.00,186.15,182.10
2025-03-17,183.08,185.79,185.95,182.85
2025-03-18,184.09,186.00,190.00,185.60
2025-03-19,187.05,187.10,190.43,185.50
2025-03-20,189.65,191.88,193.80,190.10
2025-03-21,192.27,192.70,193.60,190.10
2025-03-24,191.38,191.38,192.38,183.25
2025-03-25,184.50,183.50,187.50,181.25
2025-03-26,185.48,194.00,194.40,185.63
2025-03-27,193.30,193.70,193.70,190.30
2025-04-03,191.48,189.87,192.49,188.05
2025-04-04,191.80,193.00,193.25,185.20
2025-04-07,185.92,184.00,184.00,167.33
2025-04-08,174.79,177.40,178.49,173.00
2025-04-09,174.22,173.80,173.90,164.11
2025-04-10,168.77,175.50,177.90,172.79
2025-04-11,173.87,173.88,173.88,168.40
2025-04-14,169.60,171.49,173.44,168.53
2025-04-15,171.28,171.50,174.85,170.50
2025-04-16,172.71,174.75,175.00,168.55
2025-04-17,169.68,169.68,171.99,169.10
2025-04-18,171.74,172.90,173.65,169.11
2025-04-21,170.90,171.00,172.00,169.50
2025-04-22,170.81,171.01,172.30,170.00
2025-04-23,170.66,171.00,172.49,168.75
2025-04-24,169.82,168.90,168.90,166.00
2025-04-25,166.40,167.00,168.00,159.00
2025-04-28,164.05,166.00,166.48,159.10
2025-04-29,160.25,160.25,161.50,154.00
2025-04-30,157.10,153.50,154.00,147.50
2025-05-02,148.60,151.90,153.02,149.15
2025-05-05,150.83,148.50,150.95,147.00
2025-05-06,148.48,149.75,154.95,148.50
2025-05-07,151.80,141.00,150.00,141.00
2025-05-08,145.28,147.10,149.25,130.75
2025-05-09,130.91,132.00,140.00,128.56
2025-05-12,138.86,152.75,152.75,152.75
2025-05-13,152.75,160.00,168.03,158.01
2025-05-14,168.03,169.99,172.30,166.75
2025-05-15,169.91,170.00,178.00,170.00
2025-05-16,173.25,174.00,175.50,171.50
2025-05-19,172.39,174.40,177.99,172.60
2025-05-20,175.75,176.00,177.00,172.21
2025-05-21,173.05,173.80,175.98,172.25
2025-05-22,175.29,176.00,176.79,169.25
2025-05-23,170.33,170.07,171.45,166.60
2025-05-26,169.04,167.53,168.94,163.65
2025-05-27,165.81,166.90,169.00,165.26
2025-05-29,167.46,168.51,170.50,167.25
2025-05-30,168.09,168.26,168.89,166.00
2025-06-02,166.35,167.75,171.20,161.45
2025-06-03,163.39,163.50,166.15,163.00
2025-06-04,165.33,166.30,170.00,165.50
2025-06-05,168.40,168.48,168.80,166.00
2025-06-10,166.55,167.90,167.90,165.00
2025-06-11,165.47,168.00,177.00,168.00
2025-06-12,174.37,174.51,177.30,170.00
2025-06-13,170.99,168.00,171.00,166.10
2025-06-16,167.09,167.11,169.39,166.80
2025-06-17,167.23,166.90,168.80,165.65
2025-06-18,167.42,167.99,167.99,162.80
2025-06-19,163.44,167.90,167.90,161.40
2025-06-20,162.42,163.00,165.60,162.30
